"year","zone","group","destination","measure","value"
"2011-2012","S01002111","All","Other Known","Ratio",0
"2012-2013","S01002111","All","Other Known","Ratio",0
"2007-2008","S01002111","All","Other Known","Ratio","15.4"
"2012-2013","S01002112","All","All","Count",9
"2009-2010","S01002112","All","All","Count",13
"2007-2008","S01002112","All","All","Count",11
"2011-2012","S01002112","All","All","Count",6
"2010-2011","S01002112","All","All","Count",9
"2008-2009","S01002112","All","All","Count",8
"2008-2009","S01002112","All","Positive","Ratio","87.5"
"2009-2010","S01002112","All","Positive","Ratio","92.3"
"2010-2011","S01002112","All","Positive","Ratio",100
"2007-2008","S01002112","All","Positive","Ratio","72.7"
"2011-2012","S01002112","All","Positive","Ratio",100
"2012-2013","S01002112","All","Positive","Ratio",100
"2010-2011","S01002112","All","Other Known","Ratio",0
"2008-2009","S01002112","All","Other Known","Ratio","12.5"
"2009-2010","S01002112","All","Other Known","Ratio","7.7"
"2011-2012","S01002112","All","Other Known","Ratio",0
"2012-2013","S01002112","All","Other Known","Ratio",0
"2007-2008","S01002112","All","Other Known","Ratio","27.3"
"2012-2013","S01002113","All","All","Count",19
"2009-2010","S01002113","All","All","Count",11
"2007-2008","S01002113","All","All","Count",11
"2011-2012","S01002113","All","All","Count",5
"2010-2011","S01002113","All","All","Count",6
"2008-2009","S01002113","All","All","Count",9
"2008-2009","S01002113","All","Positive","Ratio",100
"2009-2010","S01002113","All","Positive","Ratio",100
"2010-2011","S01002113","All","Positive","Ratio","83.3"
"2007-2008","S01002113","All","Positive","Ratio",100
"2011-2012","S01002113","All","Positive","Ratio",100
"2012-2013","S01002113","All","Positive","Ratio","94.7"
"2010-2011","S01002113","All","Other Known","Ratio","16.7"
"2008-2009","S01002113","All","Other Known","Ratio",0
"2009-2010","S01002113","All","Other Known","Ratio",0
"2011-2012","S01002113","All","Other Known","Ratio",0
"2012-2013","S01002113","All","Other Known","Ratio","5.3"
"2007-2008","S01002113","All","Other Known","Ratio",0
"2010-2011","S01002114","All","Other Known","Ratio",0
"2008-2009","S01002114","All","Other Known","Ratio","28.6"
"2009-2010","S01002114","All","Other Known","Ratio",0
"2011-2012","S01002114","All","Other Known","Ratio",10
"2012-2013","S01002114","All","Other Known","Ratio",0
"2007-2008","S01002114","All","Other Known","Ratio","16.7"
"2007-2008","S01002114","All","All","Count",6
"2010-2011","S01002114","All","All","Count",4
"2009-2010","S01002114","All","All","Count",6
"2008-2009","S01002114","All","All","Count",7
"2012-2013","S01002114","All","All","Count",7
"2011-2012","S01002114","All","All","Count",10
"2011-2012","S01002114","All","Positive","Ratio",90
"2012-2013","S01002114","All","Positive","Ratio",100
"2007-2008","S01002114","All","Positive","Ratio","83.3"
"2010-2011","S01002114","All","Positive","Ratio",100
"2008-2009","S01002114","All","Positive","Ratio","71.4"
"2009-2010","S01002114","All","Positive","Ratio",100
"2012-2013","S01002115","All","All","Count",1
"2009-2010","S01002115","All","All","Count",1
"2007-2008","S01002115","All","All","Count",1
"2011-2012","S01002115","All","All","Count",0
"2010-2011","S01002115","All","All","Count",2
"2008-2009","S01002115","All","All","Count",0
"2008-2009","S01002115","All","Positive","Ratio",0
"2009-2010","S01002115","All","Positive","Ratio",100
"2010-2011","S01002115","All","Positive","Ratio",100
"2007-2008","S01002115","All","Positive","Ratio",100
"2011-2012","S01002115","All","Positive","Ratio",0
"2012-2013","S01002115","All","Positive","Ratio",100
"2010-2011","S01002115","All","Other Known","Ratio",0
"2008-2009","S01002115","All","Other Known","Ratio",0
"2009-2010","S01002115","All","Other Known","Ratio",0
"2011-2012","S01002115","All","Other Known","Ratio",0
"2012-2013","S01002115","All","Other Known","Ratio",0
"2007-2008","S01002115","All","Other Known","Ratio",0
"2012-2013","S01002116","All","All","Count",13
"2009-2010","S01002116","All","All","Count",7
"2007-2008","S01002116","All","All","Count",12
"2011-2012","S01002116","All","All","Count",10
"2010-2011","S01002116","All","All","Count",7
"2008-2009","S01002116","All","All","Count",11
"2008-2009","S01002116","All","Positive","Ratio","72.7"
"2009-2010","S01002116","All","Positive","Ratio","85.7"
"2010-2011","S01002116","All","Positive","Ratio","57.1"
"2007-2008","S01002116","All","Positive","Ratio","91.7"
"2011-2012","S01002116","All","Positive","Ratio",90
"2012-2013","S01002116","All","Positive","Ratio",100
"2010-2011","S01002116","All","Other Known","Ratio","42.9"
"2008-2009","S01002116","All","Other Known","Ratio","27.3"
"2009-2010","S01002116","All","Other Known","Ratio","14.3"
"2011-2012","S01002116","All","Other Known","Ratio",10
"2012-2013","S01002116","All","Other Known","Ratio",0
"2007-2008","S01002116","All","Other Known","Ratio","8.3"
"2012-2013","S01002117","All","All","Count",1
"2009-2010","S01002117","All","All","Count",2
"2007-2008","S01002117","All","All","Count",1
"2011-2012","S01002117","All","All","Count",0
"2010-2011","S01002117","All","All","Count",0
"2008-2009","S01002117","All","All","Count",1
"2008-2009","S01002117","All","Positive","Ratio",0
"2009-2010","S01002117","All","Positive","Ratio",100
"2010-2011","S01002117","All","Positive","Ratio",0
"2007-2008","S01002117","All","Positive","Ratio",100
"2011-2012","S01002117","All","Positive","Ratio",0
"2012-2013","S01002117","All","Positive","Ratio",100
"2010-2011","S01002117","All","Other Known","Ratio",0
"2008-2009","S01002117","All","Other Known","Ratio",100
"2009-2010","S01002117","All","Other Known","Ratio",0
"2011-2012","S01002117","All","Other Known","Ratio",0
"2012-2013","S01002117","All","Other Known","Ratio",0
"2007-2008","S01002117","All","Other Known","Ratio",0
"2012-2013","S01002118","All","All","Count",1
"2009-2010","S01002118","All","All","Count",2
"2007-2008","S01002118","All","All","Count",0
"2011-2012","S01002118","All","All","Count",1
"2010-2011","S01002118","All","All","Count",0
"2008-2009","S01002118","All","All","Count",4
"2008-2009","S01002118","All","Positive","Ratio",75
"2009-2010","S01002118","All","Positive","Ratio",100
"2010-2011","S01002118","All","Positive","Ratio",0
"2007-2008","S01002118","All","Positive","Ratio",0
"2011-2012","S01002118","All","Positive","Ratio",100
"2012-2013","S01002118","All","Positive","Ratio",100
"2010-2011","S01002118","All","Other Known","Ratio",0
"2008-2009","S01002118","All","Other Known","Ratio",25
"2009-2010","S01002118","All","Other Known","Ratio",0
"2011-2012","S01002118","All","Other Known","Ratio",0
"2012-2013","S01002118","All","Other Known","Ratio",0
"2007-2008","S01002118","All","Other Known","Ratio",0
"2012-2013","S01002119","All","All","Count",10
"2009-2010","S01002119","All","All","Count",11
"2007-2008","S01002119","All","All","Count",7
"2011-2012","S01002119","All","All","Count",10
"2010-2011","S01002119","All","All","Count",3
"2008-2009","S01002119","All","All","Count",11
"2008-2009","S01002119","All","Positive","Ratio","81.8"
"2009-2010","S01002119","All","Positive","Ratio","90.9"
"2010-2011","S01002119","All","Positive","Ratio","33.3"
"2007-2008","S01002119","All","Positive","Ratio",100
"2011-2012","S01002119","All","Positive","Ratio",90
"2012-2013","S01002119","All","Positive","Ratio",90
"2010-2011","S01002119","All","Other Known","Ratio","66.7"
"2008-2009","S01002119","All","Other Known","Ratio","18.2"
"2009-2010","S01002119","All","Other Known","Ratio","9.1"
"2011-2012","S01002119","All","Other Known","Ratio",10
"2012-2013","S01002119","All","Other Known","Ratio",10
"2007-2008","S01002119","All","Other Known","Ratio",0
"2010-2011","S01002120","All","Other Known","Ratio",0
"2008-2009","S01002120","All","Other Known","Ratio",0
"2009-2010","S01002120","All","Other Known","Ratio","22.2"
"2011-2012","S01002120","All","Other Known","Ratio",0
"2012-2013","S01002120","All","Other Known","Ratio",0
"2007-2008","S01002120","All","Other Known","Ratio","12.5"
"2007-2008","S01002120","All","All","Count",8
"2010-2011","S01002120","All","All","Count",9
"2009-2010","S01002120","All","All","Count",9
"2008-2009","S01002120","All","All","Count",11
"2012-2013","S01002120","All","All","Count",6
"2011-2012","S01002120","All","All","Count",7
"2011-2012","S01002120","All","Positive","Ratio",100
"2012-2013","S01002120","All","Positive","Ratio",100
"2007-2008","S01002120","All","Positive","Ratio","87.5"
"2010-2011","S01002120","All","Positive","Ratio",100
"2008-2009","S01002120","All","Positive","Ratio",100
"2009-2010","S01002120","All","Positive","Ratio","77.8"
"2012-2013","S01002121","All","All","Count",9
"2009-2010","S01002121","All","All","Count",6
"2007-2008","S01002121","All","All","Count",6
"2011-2012","S01002121","All","All","Count",13
"2010-2011","S01002121","All","All","Count",8
"2008-2009","S01002121","All","All","Count",9
"2008-2009","S01002121","All","Positive","Ratio",100
"2009-2010","S01002121","All","Positive","Ratio","66.7"
"2010-2011","S01002121","All","Positive","Ratio","87.5"
"2007-2008","S01002121","All","Positive","Ratio",100
"2011-2012","S01002121","All","Positive","Ratio",100
"2012-2013","S01002121","All","Positive","Ratio","88.9"
"2010-2011","S01002121","All","Other Known","Ratio","12.5"
"2008-2009","S01002121","All","Other Known","Ratio",0
"2009-2010","S01002121","All","Other Known","Ratio","33.3"
"2011-2012","S01002121","All","Other Known","Ratio",0
"2012-2013","S01002121","All","Other Known","Ratio","11.1"
"2007-2008","S01002121","All","Other Known","Ratio",0
"2010-2011","S01002122","All","Positive","Ratio",100
"2010-2011","S01002122","All","All","Count",1
"2010-2011","S01002122","All","Other Known","Ratio",0
"2008-2009","S01002122","All","Positive","Ratio",0
"2008-2009","S01002122","All","Other Known","Ratio",0
"2008-2009","S01002122","All","All","Count",0
"2009-2010","S01002122","All","All","Count",0
"2009-2010","S01002122","All","Other Known","Ratio",0
"2009-2010","S01002122","All","Positive","Ratio",0
"2011-2012","S01002122","All","All","Count",0
"2011-2012","S01002122","All","Other Known","Ratio",0
"2011-2012","S01002122","All","Positive","Ratio",0
"2012-2013","S01002122","All","All","Count",0
"2007-2008","S01002122","All","Other Known","Ratio",0
"2007-2008","S01002122","All","All","Count",0
"2007-2008","S01002122","All","Positive","Ratio",0
"2010-2011","S01002123","All","Other Known","Ratio",0
"2008-2009","S01002123","All","Other Known","Ratio","11.1"
"2009-2010","S01002123","All","Other Known","Ratio","7.7"
"2011-2012","S01002123","All","Other Known","Ratio",25
"2012-2013","S01002123","All","Other Known","Ratio","16.7"
"2007-2008","S01002123","All","Other Known","Ratio","11.1"
"2007-2008","S01002123","All","All","Count",18
"2010-2011","S01002123","All","All","Count",8
"2009-2010","S01002123","All","All","Count",13
"2008-2009","S01002123","All","All","Count",9
"2012-2013","S01002123","All","All","Count",6
"2011-2012","S01002123","All","All","Count",8
"2011-2012","S01002123","All","Positive","Ratio",75
"2012-2013","S01002123","All","Positive","Ratio","83.3"
"2007-2008","S01002123","All","Positive","Ratio","88.9"
"2010-2011","S01002123","All","Positive","Ratio",100
"2008-2009","S01002123","All","Positive","Ratio","88.9"
"2009-2010","S01002123","All","Positive","Ratio","92.3"
"2010-2011","S01002124","All","Other Known","Ratio",0
"2008-2009","S01002124","All","Other Known","Ratio","22.2"
"2009-2010","S01002124","All","Other Known","Ratio","22.2"
"2011-2012","S01002124","All","Other Known","Ratio",0
"2012-2013","S01002124","All","Other Known","Ratio","14.3"
"2007-2008","S01002124","All","Other Known","Ratio","16.7"
"2007-2008","S01002124","All","All","Count",6
"2010-2011","S01002124","All","All","Count",12
"2009-2010","S01002124","All","All","Count",9
"2008-2009","S01002124","All","All","Count",9
"2012-2013","S01002124","All","All","Count",7
"2011-2012","S01002124","All","All","Count",7
"2011-2012","S01002124","All","Positive","Ratio",100
"2012-2013","S01002124","All","Positive","Ratio","85.7"
"2007-2008","S01002124","All","Positive","Ratio","83.3"
"2010-2011","S01002124","All","Positive","Ratio",100
"2008-2009","S01002124","All","Positive","Ratio","77.8"
"2009-2010","S01002124","All","Positive","Ratio","77.8"
"2012-2013","S01002125","All","All","Count",6
"2009-2010","S01002125","All","All","Count",14
"2007-2008","S01002125","All","All","Count",9
"2011-2012","S01002125","All","All","Count",9
"2010-2011","S01002125","All","All","Count",8
"2008-2009","S01002125","All","All","Count",5
"2008-2009","S01002125","All","Positive","Ratio",80
"2009-2010","S01002125","All","Positive","Ratio","85.7"
"2010-2011","S01002125","All","Positive","Ratio","87.5"
"2007-2008","S01002125","All","Positive","Ratio",100
"2011-2012","S01002125","All","Positive","Ratio","88.9"
"2012-2013","S01002125","All","Positive","Ratio","83.3"
"2010-2011","S01002125","All","Other Known","Ratio","12.5"
"2008-2009","S01002125","All","Other Known","Ratio",20
"2009-2010","S01002125","All","Other Known","Ratio","14.3"
"2011-2012","S01002125","All","Other Known","Ratio","11.1"
"2012-2013","S01002125","All","Other Known","Ratio","16.7"
"2007-2008","S01002125","All","Other Known","Ratio",0
"2012-2013","S01002126","All","All","Count",8
"2009-2010","S01002126","All","All","Count",6
"2007-2008","S01002126","All","All","Count",8
"2011-2012","S01002126","All","All","Count",8
"2010-2011","S01002126","All","All","Count",8
"2008-2009","S01002126","All","All","Count",12
"2008-2009","S01002126","All","Positive","Ratio","91.7"
"2009-2010","S01002126","All","Positive","Ratio","66.7"
"2010-2011","S01002126","All","Positive","Ratio",100
"2007-2008","S01002126","All","Positive","Ratio",100
"2011-2012","S01002126","All","Positive","Ratio",100
"2012-2013","S01002126","All","Positive","Ratio",100
"2010-2011","S01002126","All","Other Known","Ratio",0
"2008-2009","S01002126","All","Other Known","Ratio","8.3"
"2009-2010","S01002126","All","Other Known","Ratio","33.3"
"2011-2012","S01002126","All","Other Known","Ratio",0
"2012-2013","S01002126","All","Other Known","Ratio",0
"2007-2008","S01002126","All","Other Known","Ratio",0
"2010-2011","S01002127","All","Other Known","Ratio","11.1"
"2008-2009","S01002127","All","Other Known","Ratio",0
"2009-2010","S01002127","All","Other Known","Ratio",0
"2011-2012","S01002127","All","Other Known","Ratio",0
"2012-2013","S01002127","All","Other Known","Ratio",0
"2007-2008","S01002127","All","Other Known","Ratio","12.5"
"2007-2008","S01002127","All","All","Count",8
"2010-2011","S01002127","All","All","Count",9
"2009-2010","S01002127","All","All","Count",6
"2008-2009","S01002127","All","All","Count",3
"2012-2013","S01002127","All","All","Count",8
"2011-2012","S01002127","All","All","Count",10
"2011-2012","S01002127","All","Positive","Ratio",100
"2012-2013","S01002127","All","Positive","Ratio",100
"2007-2008","S01002127","All","Positive","Ratio","87.5"
"2010-2011","S01002127","All","Positive","Ratio","88.9"
"2008-2009","S01002127","All","Positive","Ratio",100
"2009-2010","S01002127","All","Positive","Ratio",100
"2010-2011","S01002128","All","All","Count",0
"2010-2011","S01002128","All","Positive","Ratio",0
"2010-2011","S01002128","All","Other Known","Ratio",0
"2008-2009","S01002128","All","Positive","Ratio",0
"2008-2009","S01002128","All","All","Count",0
"2008-2009","S01002128","All","Other Known","Ratio",0
"2009-2010","S01002128","All","All","Count",0
"2009-2010","S01002128","All","Other Known","Ratio",0
"2009-2010","S01002128","All","Positive","Ratio",0
"2011-2012","S01002128","All","All","Count",2
